CODIGO;EMPRESA;ANO;ANO&COD;1.DEC_Apurada;1.1.DEC_Limite;1.2.DEC_V8;2.FEC_Apurada;2.1.FEC_Limite;2.2.FEC_V8;3.0.Fator_Q;4.0.Desc_Perdas_Nao_Tec;5.DGC;6.UC_Total;7.UC_AT;8.UC_MT;9.UC_BT;10.Mercado_Total;11.Mercado_AT;12.Mercado_MT;13.Mercado_BT;14.Peso_AT;15.Peso_MT;16.Peso_BT;17.Ind_Salarial;18.1.Custos_Operacionais;18.1.1.Custos_Operacionais_H;18.1.2.Custos_Operacionais_AJ;18.2.Pessoal;18.2.1.Pessoal_H;18.3.Materiais;18.3.1.Materiais_H;18.4.Serv_Terceiros;18.4.1.Serv_Terceiros_H;18.5.Seguros;18.5.1.Seguros_H;18.6.Tributos;18.6.1.Tributos_H;18.7.Outros;18.7.1.Outros_H;18.8.Estagiario;18.8.1.Estagiario_H;18.9.Comunicacao;18.9.1.Comunicacao_H;19.0.Cond_TOTAIS;19.1.Cond_Trab;19.1.1.Cond_Trab_H;19.2.Cond_Civeis;19.2.1.Cond_Civeis_H;19.3.Cond_Fiscais;19.3.1.Cond_Fiscais_H;19.4.Cond_Ambientais;19.4.1.Cond_Ambientais_H;19.5.Cond_Outras;19.5.1.Cond_Outras_H;20.Contrib_CCEE;20.1.Contrib_CCEE_H;21.Custos_de_Desativacao;21.1.Custos_de_Desativacao_H;27.Demanda_Total;28.Demanda_AT;29.Demanda_MT;30.Demanda_BT;34.PNT_Medidas;35.Meta_PNT;35.2.Meta_PNT_4CRTP;37.Rede;38.0.1.BT_DIST_SEM_RAMAL;38.0.2.BT_DIST_COM_RAMAL;38.0.3.BT_DIST_AER_MUX;38.1.BT_AEREA_DIST;38.2.BT_MUX_DIST;38.3.BT_SUBTERR_DIST;38.4.BT_RAMAL_RAMAL_DIST;39.0.1.MT_DIST;39.0.2.MT_DIST_AER_MUX;39.1.MT_AEREA_DIST;39.2.MT_MUX_DIST;39.3.MT_SUBTERR_DIST;40.0.1.AT_DIST;40.0.2.AT_DIST_AER_MUX;40.1.AT_AEREA_DIST;40.2.AT_MUX_DIST;40.3.AT_SUBTERR_DIST;43.Trafos_Distribuicao;45.Trafos_AT;45.1.Trafos_69;45.2.Trafos_88_138;45.3.Trafos_230;46.Subestacoes_MT;47.Subestacoes_AT;47.1.Subestacoes_69;47.2.Subestacoes_88_138;47.3.Subestacoes_230;48.MVA_Total;49.MVA_MT;50.MVA_AT;50.1.MVA_69;50.2.MVA_88_138;50.3.MVA_230;61.Compensacoes_Q;62.Compensacoes_Reais
D29;COELBA;2002;2002D29;17.4;35.31;ND;12.43;22.75;ND;ND;ND;0.519575938;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0.876782605;784774609.4;299078872.1;874822679.3;301517062.9;117812440;82719519.4;27980117.85;339241341;132552532;1605206.991;542965.93;39693081.5;13426300.18;19998397.63;6764516.12;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;51184;255;217;34;4;73;180;153;25;2;4097.74;187.62;3910.12;2697.88;812.24;400;ND;ND
D30;COELCE;2002;2002D30;20.67;32.45;ND;17.21;31.69;ND;ND;ND;0.590026747;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0.876782605;436956469.9;168736115.1;493016142.2;194023731.2;75811328.78;18532249.13;6268587.13;204882166.6;80054069.67;4872763.719;1648226.49;4662192.017;1577000;9983367.227;3376902.98;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;65603.1;135.9;135.9;0;0;0;85.8;85.8;0;0;1828.695;0;1828.695;1828.695;0;0;ND;ND
D31;COOPERALIANÇA;2002;2002D31;3.96;10.25;ND;3.46;12.38;ND;ND;ND;0.33291225;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;10222295.97;3826000;10042597.72;4535074.865;1772000;1076117.878;364000;2482518.408;970000;20694.57459;7000;1989635.528;673000;118254.7119;40000;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D32;COPEL;2002;2002D32;16.33;16.49;ND;15.7;18.03;ND;ND;ND;0.930534044;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;1136412181;434963210.3;1111737746;608121205.6;237612566.2;80938628.83;27377726.44;355467228.5;138892509.5;2132162.374;721210.12;26435948.49;8942036.41;63317007.2;21417161.71;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;279005;140;45;95;0;218;95;28;67;0;6536.27;1378.15;5158.12;1536.86;3621.26;0;ND;ND
D33;COSERN;2002;2002D33;11.52;25.7;ND;10.53;22.1;ND;ND;ND;0.462359808;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0.876782605;192037129.8;73172856.45;214037923.9;80023951.48;31267938.51;14121029.5;4776479.27;76527918.37;29901925.63;417993.8659;141387.64;12975144.12;4388880.21;7971092.455;2696245.19;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;17301;63;63;0;0;0;50;50;0;0;866.15;0;866.15;866.15;0;0;ND;ND
D34;CPEE;2002;2002D34;12.72;14.85;ND;12.77;15.36;ND;ND;ND;0.843972932;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;18473243.3;7086253.15;18154871.37;8695473.797;3397602.03;1858850.458;628761.57;7265566.791;2838891.25;162259.1823;54884.64;198412.6632;67113.66;292680.412;99000;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;737.5619048;2;0;2;0;12;1;0;1;0;175;95;80;0;80;0;ND;ND
D35;CPFL - Piratininga;2002;2002D35;10.24;11.06;ND;6.77;9.75;ND;ND;ND;0.810108963;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;400251648.8;153642000;393312853.5;185321278.8;72411000;20786221.99;7031000;162543532.6;63511000;1129332.499;382000;3535815.886;1196000;26935467.01;9111000;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;28746.28571;99.71428571;0;99.71428571;0;1;38.42857143;0;38.42857143;0;2630.62;16.61857143;2614.001429;0;2614.001429;0;ND;ND
D36;CPFL - Paulista;2002;2002D36;6.43;10.46;ND;6;8.91;ND;ND;ND;0.644061713;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;837298749.1;319023204;823689867.8;368982190.9;144173241.2;57791554.49;19548161.27;313276142.5;122407091.6;2999852.007;1014708.66;8357346.579;2826896.77;85891662.61;29053104.51;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;89463;351;120;231;0;14;238;74;164;0;6291.236;75;6216.236;855.674;5360.562;0;ND;ND
D37;CSPE;2002;2002D37;17.33;13.97;ND;16.21;18.32;ND;ND;ND;1.062670359;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;19650652.48;7529207.75;19315293.41;11068380.98;4324773.39;2352859.162;795861.45;5744280.867;2244475.78;140549.598;47541.31;164243.4372;55555.82;180338.4357;61000;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1879.190476;2;0;2;0;11;1;0;1;0;166.5;76.5;90;0;90;0;ND;ND
D38;DEMEI;2002;2002D38;12.15;18.26;ND;23.13;28.61;ND;ND;ND;0.736923704;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;6388399.905;2443686.56;6250414.244;4668942.034;1824306.22;830973.3182;281079.14;719687.3331;281205.05;64736.2952;21897.24;5036.556872;1703.63;99024.36718;33495.28;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;276.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D39;DME-PC;2002;2002D39;5.88;13;ND;7.3;17;ND;ND;ND;0.440859729;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;20912826.58;7938119.11;20584317.74;13621257.8;5322264.69;2567310.624;868400.28;2847979.438;1112797.41;368649.5449;124696.78;12323.32353;4168.4;1495305.851;505791.55;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1348.333333;7;5;2;0;0;2;2;0;0;163;0;163;73;90;0;ND;ND
D40;ENERGISA BO;2002;2002D40;10.04;23.84;ND;9.3;26.38;ND;ND;ND;0.386840371;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0.876782605;34670847.65;13302524.47;38888539.9;16682165.4;6518260;3620001.593;1224476.06;13329824.42;5208392.27;419658.4784;141950.7;60513.62638;20468.91;558684.1279;188976.53;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;800;1;1;0;0;0;1;1;0;0;12.5;0;12.5;12.5;0;0;ND;ND
D41;EDEVP;2002;2002D41;10.14;19.04;ND;11.01;25.04;ND;ND;ND;0.486129755;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;71789954;27572148.26;70539846.28;32793809.38;12813598.88;4373453.449;1479333.34;29878235.01;11674389.95;701968.9869;237443.05;3082377.92;1042623.29;960109.267;324759.75;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3902;27;0;27;0;20;10;0;10;0;439.87;67.84;372.03;0;372.03;0;ND;ND
D42;BRAGANTINA;2002;2002D42;12.82;16.51;ND;15.85;36.29;ND;ND;ND;0.606629265;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;54791262.42;21038462.89;53839079.22;23949091.64;9357682.43;3681668.085;1245334.93;23787008.37;9294351.27;467485.4436;158128.31;2539221.966;858899.21;366786.9149;124066.74;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;4313;13;3;10;0;10;5;1;4;0;317.6;66.8;250.8;32.5;218.3;0;ND;ND
D43;JOAOCESA;2002;2002D43;4.62;10;ND;3.95;11;ND;ND;ND;0.410545455;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;1539372.227;599000;1501165.051;1207988.339;472000;35476.41358;12000;284082.0034;111000;0;0;8869.103394;3000;2956.367798;1000;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D44;EFLUL;2002;2002D44;25.46;26;ND;26.4;17;ND;ND;ND;1.266085973;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;5305051.193;2054547.09;5178138.679;4185851.297;1635547.09;286767.6764;97000;770348.4957;301000;8869.103394;3000;35476.41358;12000;17738.20679;6000;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D45;ELEKTRO;2002;2002D45;11.97;12.07;ND;8.9;10.38;ND;ND;ND;0.924566554;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;539753172.8;206290237.3;530738544.2;264719934.8;103434615.4;40994352.42;13866458.85;187213279.7;73150265.75;6698363.613;2265740.96;4202121.469;1421379.8;35925120.82;12151776.53;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;113465;170;39;131;0;32;89;19;70;0;2942;197;2745;254.25;2490.75;0;ND;ND
D46;ELETROACRE;2002;2002D46;17.63;71.65;ND;45.8;75.38;ND;ND;ND;0.426822721;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.031281621;48876293.22;18806969.26;47561690.75;18890173.58;7381000;2214319.481;749000;24449184.81;9553084.96;50258.25257;17000;1288976.36;436000;1983380.741;670884.3;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3605;0;0;0;0;4;0;0;0;0;14;14;0;0;0;0;ND;ND
D47;ELETROCAR;2002;2002D47;32.77;23.4;ND;43.13;29.35;ND;ND;ND;1.434966656;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;13496004.01;5148340.52;13211398.83;8408629.186;3285522.59;1639433.955;554543.3;2705800.081;1057243.35;50381.23747;17041.6;410879.0416;138981.03;280880.5134;95008.65;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1846;6;6;0;0;0;3;3;0;0;51.25;0;51.25;51.25;0;0;ND;ND
D48;ELETROPAULO ;2002;2002D48;14.13;14.52;ND;9.3;9.45;ND;ND;ND;0.97863374;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.112075379;1216273503;459543126.2;1123835768;470844342.7;183974068.8;61473255.39;20793507.3;446375211;174413189.9;16030731.61;5422441.56;46959342.82;15884134.19;174590619.4;59055784.43;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;182638.7143;462;0;462;0;13.42857143;200;0;200;0;12793.65;277.5;12516.15;0;12516.15;0;ND;ND
D49;SANTAMARIA;2002;2002D49;10.13;21.72;ND;7.33;22.48;ND;ND;ND;0.39622902;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;23681364.95;8998745.71;23305664.1;11444433.66;4471709.3;3880467.382;1312579.37;7390695.444;2887783.05;646705.9288;218750.16;65097.11989;22019.29;253965.4158;85904.54;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1120;8;6;2;0;0;4;3;1;0;161.5;0;161.5;129;32.5;0;ND;ND
D50;ENERGISA MG;2002;2002D50;11.96;12.26;ND;11.58;16.6;ND;ND;ND;0.83656027;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;95495368.03;36662450.02;93837851.91;58842385.87;22991617.75;8833858.257;2988078.23;24254391.75;9476973.03;1267113.931;428604.97;224666.3031;75994.03;2072951.915;701182.01;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;35244;46;22;24;0;8;35;22;13;0;990.1;19;971.1;436.35;534.75;0;ND;ND
D51;ENERGISA MS;2002;2002D51;14;19.1;ND;11.41;16.47;ND;ND;ND;0.712879518;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0.921207296;210481809.4;81115274.24;226648327.2;118702107.2;46380741.26;19128988.93;6470436.1;70309226.57;27472082.2;590856.6231;199858.97;1426774.437;482610.6;323855.6356;109545.11;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;19937;92;12;80;0;42;44;7;37;0;1535.75;151.75;1384;67;1317;0;ND;ND
D52;ENF;2002;2002D52;22.38;21;ND;18.94;32;ND;ND;ND;0.828794643;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;26718544.64;10320478.05;26230946.57;6304361.282;2463317.26;1456473.812;492656.5;18140546.31;7088096.45;181079.7745;61250.76;226443.2871;76595.1;409640.1757;138561.98;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2944;7;6;1;0;2;5;4;1;0;146.8;2.7;144.1;131.6;12.5;0;ND;ND
D53;ENERGISA PB;2002;2002D53;22.7;51.34;ND;10.91;46.83;ND;ND;ND;0.337560344;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0.876782605;195569381.8;75176364.39;219735816.4;99697388.23;38954984.69;17983238.12;6082882.56;72264610.29;28236113.68;1083650.526;366547.94;384732.4814;130136.88;4155762.193;1405698.64;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;19236;67;67;0;0;0;49;49;0;0;680.25;0;680.25;680.25;0;0;ND;ND
D54;ESCELSA;2002;2002D54;14.53;15.82;ND;10.94;12.55;ND;ND;ND;0.895085398;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.020352789;258125767.7;99141371.44;253629475.4;155536097.4;60772969.1;19144999.76;6475851.81;69877937.8;27303563.77;1024571.004;346564.12;2333713.725;789385.45;10208447.95;3453037.19;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;37237;111;29;78;4;28;47;22;24;1;3053.452;628.2;2425.252;345.252;1930;150;ND;ND
D55;ENERGISA SE;2002;2002D55;12.61;20.49;ND;11.26;18.69;ND;ND;ND;0.608941683;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0.876782605;129477576.1;49756708.71;145439215.2;69936732.08;27326536.59;12044012.49;4073922.23;43642097.47;17052374.88;876745.8739;296561.84;452130.9562;152934.61;2525857.262;854378.56;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;11717;32;32;0;0;0;23;23;0;0;455.25;0;455.25;455.25;0;0;ND;ND
D56;FORCEL;2002;2002D56;6.23;22;ND;7.98;20;ND;ND;ND;0.341090909;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;3248657.075;1252097.75;3173889.858;2777643.037;1085314.71;268416.5259;90792.67;142173.5221;55551.78;19152.85834;6478.51;41271.13097;13960.08;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;NA;ND;ND;ND;ND;NA;ND;NA;NA;NA;ND;NA;ND;NA;NA;NA;ND;ND
D57;HIDROPAN;2002;2002D57;12.97;16.61;ND;24.94;26.23;ND;ND;ND;0.865837289;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;6118223.469;2316844.76;5997537.186;4086646.663;1596784.64;914336.8591;309277.1;626405.7314;244756.92;62269.88624;21062.97;227531.3192;76963.13;201033.0103;68000;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D58;IENERGIA;2002;2002D58;14.93;15.76;ND;29;14.97;ND;ND;ND;1.442271387;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;15134551.12;5838000;14783870.85;10677388.45;4172000;857346.6614;290000;3017411.55;1179000;91647.40174;31000;381371.4459;129000;109385.6085;37000;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D60;LIGHT;2002;2002D60;10.05;11.28;ND;6.93;10.02;ND;ND;ND;0.791287107;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.0478006;1188142876;457368385.2;1139918306;550831256.4;215227535.4;37488931.21;12680739.94;506262867.5;197813228.6;12357646.93;4180009.99;33915885.43;11472146.82;47286288.07;15994724.37;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;74098.34286;280;0;277;3;85.1;84;0;83;1;8306.8;483.2;7823.6;0;7623.6;200;ND;ND
D61;MUXFELDT;2002;2002D61;38.6;32.84;ND;34.89;18.67;ND;ND;ND;1.522084646;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;1401615.016;538070.17;1370401.523;1028038.257;401687.7;115301.1822;39000.96;190914.0857;74596.29;13389.83321;4529.15;47387.85594;16029.08;6583.801522;2226.99;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D62;RGE;2002;2002D62;24.74;22.26;ND;20.6;21.26;ND;ND;ND;1.040183194;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;234727215.4;90137474.9;229486577.4;119590190.6;46727744.08;20280739.95;6860019.23;85067711.21;33238698.09;1513154.892;511829.04;3189665.099;1078913.49;5085753.7;1720270.97;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;48746;78;60;17;1;6;50;38;11;1;1439.455;36.83;1402.625;972.5;380.125;50;ND;ND
D63;SULGIPE;2002;2002D63;19.93;43.29;ND;21.03;35.43;ND;ND;ND;0.526974118;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0.876782605;19326237.75;7325769.53;21438052.84;10045743.94;3925196.12;3867486.769;1308188.64;4981377.341;1946384.77;201033.0103;68000;138949.2865;47000;91647.40174;31000;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3696;4;4;0;0;0;2;2;0;0;20;0;20;20;0;0;ND;ND
D64;UHENPAL;2002;2002D64;30.56;32.25;ND;32.83;47.01;ND;ND;ND;0.822979475;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.026279761;3994365.679;1494596.48;3924350.702;1935339.411;756199.52;963508.2917;325909.48;798892.262;312152.97;25823.87272;8735;173919.9542;58828.93;96881.88743;32770.58;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1297.3;0;0;0;0;1;0;0;0;0;17.5;17.5;0;0;0;0;ND;ND
