CODIGO;EMPRESA;ANO;ANO&COD;1.DEC_Apurada;1.1.DEC_Limite;1.2.DEC_V8;2.FEC_Apurada;2.1.FEC_Limite;2.2.FEC_V8;3.0.Fator_Q;4.0.Desc_Perdas_Nao_Tec;5.DGC;6.UC_Total;7.UC_AT;8.UC_MT;9.UC_BT;10.Mercado_Total;11.Mercado_AT;12.Mercado_MT;13.Mercado_BT;14.Peso_AT;15.Peso_MT;16.Peso_BT;17.Ind_Salarial;18.1.Custos_Operacionais;18.1.1.Custos_Operacionais_H;18.1.2.Custos_Operacionais_AJ;18.2.Pessoal;18.2.1.Pessoal_H;18.3.Materiais;18.3.1.Materiais_H;18.4.Serv_Terceiros;18.4.1.Serv_Terceiros_H;18.5.Seguros;18.5.1.Seguros_H;18.6.Tributos;18.6.1.Tributos_H;18.7.Outros;18.7.1.Outros_H;18.8.Estagiario;18.8.1.Estagiario_H;18.9.Comunicacao;18.9.1.Comunicacao_H;19.0.Cond_TOTAIS;19.1.Cond_Trab;19.1.1.Cond_Trab_H;19.2.Cond_Civeis;19.2.1.Cond_Civeis_H;19.3.Cond_Fiscais;19.3.1.Cond_Fiscais_H;19.4.Cond_Ambientais;19.4.1.Cond_Ambientais_H;19.5.Cond_Outras;19.5.1.Cond_Outras_H;20.Contrib_CCEE;20.1.Contrib_CCEE_H;21.Custos_de_Desativacao;21.1.Custos_de_Desativacao_H;27.Demanda_Total;28.Demanda_AT;29.Demanda_MT;30.Demanda_BT;34.PNT_Medidas;35.Meta_PNT;35.2.Meta_PNT_4CRTP;37.Rede;38.0.1.BT_DIST_SEM_RAMAL;38.0.2.BT_DIST_COM_RAMAL;38.0.3.BT_DIST_AER_MUX;38.1.BT_AEREA_DIST;38.2.BT_MUX_DIST;38.3.BT_SUBTERR_DIST;38.4.BT_RAMAL_RAMAL_DIST;39.0.1.MT_DIST;39.0.2.MT_DIST_AER_MUX;39.1.MT_AEREA_DIST;39.2.MT_MUX_DIST;39.3.MT_SUBTERR_DIST;40.0.1.AT_DIST;40.0.2.AT_DIST_AER_MUX;40.1.AT_AEREA_DIST;40.2.AT_MUX_DIST;40.3.AT_SUBTERR_DIST;43.Trafos_Distribuicao;45.Trafos_AT;45.1.Trafos_69;45.2.Trafos_88_138;45.3.Trafos_230;46.Subestacoes_MT;47.Subestacoes_AT;47.1.Subestacoes_69;47.2.Subestacoes_88_138;47.3.Subestacoes_230;48.MVA_Total;49.MVA_MT;50.MVA_AT;50.1.MVA_69;50.2.MVA_88_138;50.3.MVA_230;61.Compensacoes_Q;62.Compensacoes_Reais
D49;SANTAMARIA;2015;2015D49;7.89;12.5;10.55;5.57;10.1;7.14;ND;ND;0.591342574;106036;0;230;105806;561033.171;0;125394.301;435638.87;0;0.164619206;0.835380794;1.01842946;35505180.91;31775339.97;34987598.95;21313390.73;19236766.6;3668873.706;3231124.74;7163788.608;6465800.36;605385.4833;533154.36;815230.0879;717961.51;1806015.852;1590532.4;124890.3623;112721.94;7606.082164;6865;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;-2694776.971;-2373251.64;582315;0;582315;0;0.050894731;0.0342;0.0323;7803.4;760.8;760.8;758.2;609.4;148.8;2.6;0;6939;6939;6938.5;0.5;0;103.6;103.6;103.6;0;0;13151;14;8;6;0;4;6;4;2;0;735.0575;323.0575;412;205;207;0.00E+00;ND;ND
D50;ENERGISA MG;2015;2015D50;10.18;11.77;10.41;7.3;10.09;6.35;ND;ND;0.794199696;433542;20;560;432962;1575239.036;230387.0552;349097.845;995754.136;0.038120459;0.170697471;0.79118207;1.01842946;124762529.1;111892766.5;122743648.7;43181871.69;38974539.42;5563340.212;4899554.37;68118782.88;61481776.61;606442.7958;534085.52;219107.1708;192964.56;6596957.055;5809845.98;264591.6003;238811.69;211435.7334;190834.95;2806603.468;2806603.468;2533148.13;ND;ND;ND;ND;ND;ND;ND;ND;174887.0207;157847.2821;3470784.906;3056670.76;6304323;4087362;2216961;0;0.030757865;0.0293;0.0064;27306.3;3159.4;3159.4;3159.4;1187.3;1972.1;0;0;23075.1;23075.1;23073.7;1.4;0;1071.8;1071.8;1071.8;0;0;60233;36;31;5;0;8;35;30;5;0;1488.33;1105.435;382.895;290.395;92.5;0.00E+00;ND;ND
D51;ENERGISA MS;2015;2015D51;13.92;13.18;9.33;7.16;10.47;5.89;ND;ND;0.87000216;971026;74;3514;967438;4993586.285;398187.725;1485858.646;3109539.914;0.026973206;0.281421389;0.691605405;1.022741575;334526764.9;299707830.5;327929172.3;149550464.5;134979338.4;27206458.26;23960339.72;146072509.5;131840250.5;1494411.873;1316107.22;1870850.114;1647631.01;6772181.535;5964163.68;1086129.033;980304.4;473760.1118;427600.32;12310800.13;12310800.13;11111323.95;ND;ND;ND;ND;ND;ND;ND;ND;639958.3784;577605.418;23213944.49;20444189.79;17946516;10528940;7417576;0;0.04947944;0.030866667;0.0599;80772.8;12405;12405;12405;9582.4;2822.6;0;0;64666;64652.9;64652.9;0;13.1;3701.8;3701.8;3701.8;0;0;58109;84;21;61;2;67;53;12;40;1;5019.441;3071.691;1947.75;122.75;1787.5;3.75E+01;ND;ND
D52;ENF;2015;2015D52;8.76;12.3;8.58;6.95;11.27;5.66;ND;ND;0.664438289;102540;1;165;102374;358216.6864;11213.851;94452.42636;252550.409;0.002140929;0.137546574;0.860312497;1.01842946;35577140.24;31995836.54;34982994.79;10491407.45;9469199.86;1246160.39;1097475.68;22292549.01;20120522.71;103892.9737;91497.06;71418.84718;62897.56;1310619.24;1154243.67;49084.64635;44302.19;12007.68258;10837.74;83096.30915;83096.30915;75000;ND;ND;ND;ND;ND;ND;ND;ND;0;0;362686.4237;319412.76;589187;63939;525248;0;0.004096893;0.000433333;0;1995.6;826.9;826.9;826.9;288.5;538.4;0;0;1148.6;1148.6;1148.5;0.1;0;20.1;20.1;20.1;0;0;3468;5;4;2;0;5;5;3;2;0;231.855;156.855;75;60;15;0.00E+00;ND;ND
D53;ENERGISA PB;2015;2015D53;18.2;21.39;13.18;7.99;13.94;6.38;ND;ND;0.712017811;1355239;30;1753;1353456;4330666.529;726825.454;903309.6249;2700531.45;0.033661519;0.179305575;0.787032906;0.87260004;261656804.3;234695553.2;295512811.4;133773016.1;120739131.6;16632667.91;14648153.38;97335383.8;87851721.21;1140757.751;1004649.08;164514.689;144885.74;11703394.02;10307012.18;781416.1305;705280.54;125653.8734;113411.06;2664267.701;2664267.701;2404680.54;ND;ND;ND;ND;ND;ND;ND;ND;658197.6304;594067.5679;12314817.54;10845484.15;8038030;3771274;4266756;0;0.073111074;0.083366667;0.0494;73275.4;30622.9;30622.9;30611.3;20461.9;10149.4;11.6;0;40315;40315;40314.3;0.7;0;2337.5;2337.5;2337.5;0;0;51362;81;80;1;0;0;61;60.66666667;0;0;1056.916667;0;1056.916667;1031.916667;0;0.00E+00;ND;ND
D54;ESCELSA;2015;2015D54;8.82;10.14;8.69;4.94;7.85;5.42;ND;ND;0.749560924;1476443;37;3445;1472961;10725581.91;4130202.328;2053728.757;4541650.827;0.140320976;0.261308109;0.598370915;1.01842946;338354846.5;304680793.2;332815586.5;142062747.2;128221170.7;11444281.73;10078815.68;164041114.9;148058123.7;1051515.679;926054.86;2339930.222;2060743.17;17413572.64;15335885.04;898.5480896;811;785.5371092;709;6338.586462;6338.586462;5721;ND;ND;ND;ND;ND;ND;ND;ND;1120112.677;1010976.921;28415231.14;25024888.75;36437973;26379663;10058310;0;0.193797515;0.1245;0.1145;62229.8;9362;9362;9361.7;4105.9;5255.8;0.3;0;50181.9;50147.2;50147.2;0;34.7;2685.9;2685.9;2685.9;0;0;103828;131;56;73;0;30;69;34;35;0;4024.258;3779.815;4.2485;1.7885;2.46;0.00E+00;ND;ND
D55;ENERGISA SE;2015;2015D55;13.38;14;10.05;7.75;10.81;5.65;ND;ND;0.836321528;731493;25;1274;730194;3595035.012;1106217.558;910121.3732;1578696.081;0.042096425;0.238248827;0.719654749;0.87260004;147239834.1;132075387.5;166522635.2;76645279.02;69177512.04;9470255.97;8340319.35;55030506.47;49668728.1;708632.9033;624082.89;459536.5786;404707.31;4382991.21;3860037.84;397828.1448;359066.62;144803.7613;130695.12;6063147.204;6063147.204;5472397.57;ND;ND;ND;ND;ND;ND;ND;ND;430431.0482;388492.93;6083880.357;5357986.65;8162862;4497780;3665082;0;0.061391993;0.100833333;0.049;26122.1;7482;7482;7469.3;4906.8;2562.5;12.7;0;17364.3;17364.1;17364.1;0;0.2;1275.8;1275.8;1275.8;0;0;39537;45;42;0;0;0;31;31;0;0;1507.4645;772.577;680.065;680;0;0;ND;ND
D56;FORCEL;2015;2015D56;0.69;11;7;2.39;10;4;ND;ND;0.150863636;7328;0;26;7302;55398.938;0;34577.138;20821.8;0;0.345217206;0.654782794;1.020428087;3995582.444;3600397.5;3920977.573;3308511.314;2986153.67;180365.4397;158845.27;418166.7864;377423.61;26817.39812;23617.7;61721.50607;54357.25;0;ND;0;0;0;0;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;-25661.7759;-22599.96;89476;0;89476;0;0;0;0;435.6;149.5;149.5;149.5;149.5;0;0;0;286.1;286.1;286.1;0;0;0;0;0;0;0;526;0;0;0;0;0;0;0;0;0;19.5675;19.5675;0;0;0;0;ND;ND
D57;HIDROPAN;2015;2015D57;5.99;16;8;8.68;14;4;ND;ND;0.4971875;17792;0;77;17715;105979.028;0;52407.248;53571.78;0;0.148680801;0.851319199;1.020428087;7588039.078;6833675.97;7449892.095;5549942.736;5009196.07;356212.5025;313711.27;1350804.206;1219191.52;45743.08218;40285.28;39666.18121;34933.44;245670.3693;216358.39;0;0;0;0;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;66439.97695;58512.74;274513;0;274513;0;0.02988326;0.004233333;0.006;528.8;273.3;273.3;273.3;273.3;0;0;0;214.7;214.7;214.7;0;0;40.8;40.8;40.8;0;0;460;1;1;0;0;0;1;1;0;0;55.7025;30.7025;25;25;0;0;ND;ND
D58;IENERGIA;2015;2015D58;15.74;11;15;20.87;10;7;ND;ND;1.758954545;33583;0;153;33430;245894.755;0;123834.827;122059.928;0;0.341246962;0.658753038;1.020428087;17041493.67;15336574.26;16741067.16;12575595.01;11350319.11;1372810.38;1209014.52;2431372.6;2194477.07;11082.27328;9760;127730.4325;112490.37;522902.9734;460513.19;0;0;0;0;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;29871.50809;26961.04231;633618.0855;558018.41;625032;0;625032;0;0.08910308;0.036066667;0.023;2249.9;847.9;847.9;847.9;847.9;0;0;0;1402;1402;1402;0;0;0;0;0;0;0;2886;0;0;0;0;0;0;0;0;0;95.8875;95.8875;0;0;0;0.00E+00;ND;ND
D60;LIGHT;2015;2015D60;12.61;8.88;5.62;6.44;6.64;4.33;ND;ND;1.194962282;3794059;57;7091;3786911;29010276.12;7888569.319;6635646.571;14486060.23;0.10035458;0.230722137;0.668923283;1.031973973;940672825.3;839621583.5;915333162.4;331152873;298887709.1;15334270.02;13504672.88;486695841.8;439275685.1;3170721.956;2792409.6;12047765.41;10610295.15;84650867.64;74550811.68;0;0;7620485.525;6878000;15188897.36;15188897.36;13709000;ND;ND;ND;ND;ND;ND;ND;ND;3530975.914;3186942.913;50338027.93;44331983.18;105501625;76985009;28516616;0;0.451621185;0.3777361;0.3606;45659.2;20373.6;20373.6;19775.6;12507.3;7268.3;598;0;23283;23282.2;19498.8;3783.4;0.8;2002.6;2002.6;2002.6;0;0;82024;292;0;292;3;111;94;0;94;1;20797.12;7459.285;9823.75;0;9823.75;2.00E+02;ND;ND
D61;MUXFELDT;2015;2015D61;4.87;11;7;5.16;10;4;ND;ND;0.479363636;10867;0;27;10840;61512.012;0;30637.01;30875.002;0;0.278146252;0.721853748;1.020428087;2041792.307;1835072.23;2008037.499;1499978.833;1353831.64;181693.6547;160015.01;186148.3853;168011.42;10233.60505;9012.59;13689.97987;12056.57;150047.8486;132145;0;0;0;0;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;49508.89769;43601.78;92806;0;92806;0;0.044767596;0.001533333;0.019;189;108.6;108.6;108.6;86.8;21.8;0;0;80.4;80.4;80.4;0;0;0;0;0;0;0;188;0;0;0;0;1;0;0;0;0;17.265;17.265;0;0;0;0;ND;ND
D62;RGE;2015;2015D62;15.98;13.66;12.09;8.33;10.8;7.21;ND;ND;0.970567621;1434107;32;5960;1428115;9445151.913;880484.344;4138329.716;4426337.853;0.016007708;0.371856529;0.612135763;1.020428087;300359448.8;269298111.1;295253298.5;126736902.3;114388566.4;23101211.94;20344907.84;127876056.7;115416729.7;604738.1015;532584.22;1020702.804;898918.4;20116602.14;17716404.56;450524.8215;406628.91;452709.9775;408601.16;11799995.08;11799995.08;10650288.08;ND;ND;ND;ND;ND;ND;ND;ND;1077690.319;972687.8939;26391563.39;23242673.43;35841999;14014489;21827510;0;0.057753799;0.052333333;0.0636;83332.1;29217.2;29217.2;29205.6;26081;3124.6;11.6;0;52293;52276.3;52276.3;0;16.7;1821.9;1821.9;1821.9;0;0;101030;126;95;31;0;6;66;50;16;0;6184.0245;3530.8245;2646.625;1815;825.625;0;ND;ND
D63;SULGIPE;2015;2015D63;11.3;18.47;13.86;9.07;11.87;6.98;ND;ND;0.687957064;139300;4;138;139158;360607.983;82123.762;75944.357;202539.864;0.034778282;0.162799493;0.802422225;0.87260004;37892217.35;33631477.08;42672058.97;27334394;24671126.44;3212287.419;2829015.71;5370341.155;4847093.58;206061.8817;181475.76;316039.1824;278331.2;936127.788;824434.39;33815.17881;30520.47;483150.7481;436076;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;489888.745;431438.03;703877;338900;364977;0;0.109524982;0.056;0.0332;8034.5;2747.1;2747.1;2747.1;2671.8;75.3;0;0;5089.9;5089.9;5089.9;0;0;197.5;197.5;197.5;0;0;9595;13;13;0;0;0;6;6;0;0;216.455;141.455;75;75;0;0;ND;ND
D64;UHENPAL;2015;2015D64;14.49;16;20;9.6;13;10;ND;ND;0.822043269;15335;0;46;15289;63069.442;0;11892.096;51177.346;0;0.123261744;0.876738256;1.020428087;5637516.363;5067020.84;5544068.788;3827027.397;3454149.26;402344.1115;354338.72;840885.3891;758955.54;5404.606666;4759.76;55788.79955;49132.4;506066.0594;445685.16;0;0;0;0;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;-26585.02238;-23413.05;69300;0;69300;0;0.018961101;0.03;0.0087;1647.3;570;570;570;570;0;0;0;1077.3;1077.3;1077.3;0;0;0;0;0;0;0;1778;2;2;0;0;4;2;2;0;0;56.033;43.533;12.5;12.5;0;0;ND;ND
D01;AES SUL;2016;2016D01;19.45;12.25;10.32;9.41;9.85;6.18;0;-35329253.15;1.271542526;1319988;48;7074;1312866;8713895.31;1421857.962;3161441.699;4130595.649;0.02270935;0.335254625;0.642036025;1.065204672;316912369.3;309174304.3;299312673.5;174964838.1;171883343.7;20019356.37;19782988.32;111256798.4;109297335;1146669.67;1133130.97;2068249.976;2043830.2;5093818.651;5033676.06;1292702.436;1269935.26;1069935.711;1051091.92;13324171.63;13324171.63;13089505.28;ND;ND;ND;ND;ND;ND;ND;ND;1076526.372;1057566.505;42164171;41666339.67;21912258;6659865;15252393;0;0.031428339;0.030266667;0.049;67839.7;21412.7;21412.7;21412.6;18203.5;3209.1;0.1;0;44369.3;44366.4;44366.4;0;2.9;2057.7;2057.7;2057.7;0;0;64468;98;82;16;0;5;59;48;11;0;3606.652;1976.777;1629.875;1146.125;483.75;0;2708128;25423759.17
D01f;RGE SUL;2016;2016D01f;16.82364689;12.58025997;11.24787325;8.440188972;9.90766444;6.695;4336857.349;-59072913.57;1.094595004;2774379;86;13078;2761215;18193862.2;2339968.637;7193731.337;8660162.23;0.019509133;0.348964149;0.631526718;1.065204672;625226644.1;611630695.7;591615465.5;302666777.2;297336186.4;46714651.06;46163092.33;244808997.2;240497402.1;1851057.632;1829202.24;3208118.921;3170240.74;22905010.88;22634571.98;1607339.295;1579030.71;1464691.928;1438895.66;19349260.22;19349260.22;19008479.54;ND;ND;ND;ND;ND;ND;ND;ND;2070328.707;2033865.916;75119186.52;74232256.14;57928730;20915258;37013472;0;0.054761503;0.0413;0.0563;147705.8;50455.1;50455.1;50442.4;43792.3;6650.1;12.7;0;97250.7;97223.3;97223.3;0;27.4;0;0;0;0;0;168796;228;177;51;0;11;129;99;30;0;10060.704;5784.204;4276.5;2961.125;1315.375;0.00E+00;4702317;37889431.24
D02-0;CEAM;2016;2016D02-0;ND;ND;ND;ND;ND;ND;0;0;ND;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0.944719157;0;0;0;0;ND;0;ND;0;ND;0;ND;0;ND;0;ND;0;ND;0;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;0;ND;0;ND;ND;ND;ND;ND;ND;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D02;AMAZONAS;2016;2016D02;47.83;47.85;20.06;29.95;45.38;11.02;1148530.185;-89629226.95;0.829782199;948614;38;2877;945699;6079968.734;1016473.732;1805734.087;3257760.915;0.064268906;0.308075143;0.627655951;0.944719157;452773920.1;444850540.1;478755104.5;264765530.8;260102459.7;4978009.07;4919233.84;179238601.5;176081837.3;1594019.509;1575198.96;2197759.168;2171810.28;0;ND;0;0;0;0;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;1048892.223;1030419.052;-759389.2602;-750423.17;14935635;5079997;9855638;0;1.186996619;0.362093598;0.4154;21335.1;6165.7;6165.7;6123.6;6123.6;0;42.1;0;15169.4;15113.6;15113.6;0;55.8;0;0;0;0;0;60075;53;52.66666667;0;0;0;20;20.33333333;0;0;1488.85;0;1419.916667;1419.916667;0;0.00E+00;1220182;7362765.88
D03;Enel RJ;2016;2016D03;22.29;11.2;8.71;12.51;9.19;5.14;0;-52840110.08;1.675720406;2611016;48;6928;2604040;11583837.79;1956930.363;2837402.286;6789505.145;0.030275284;0.271064532;0.698660183;1.003332738;695479651.5;677775488.9;693332341.4;155251582.8;152517279.9;15998143.14;15809253.46;487136937.4;478557443.8;4523689.116;4470278.03;1930041.391;1907253.44;24806874.47;24513980.32;4066804.1;3995179.23;1765578.995;1734483.48;16689391.42;16689391.42;16395456.56;ND;ND;ND;ND;ND;ND;ND;ND;1460113.341;1434397.711;94320414.69;93206775.88;28021408;15093780;12927504;124;0.277474204;0.128033333;0.1854;55968;17984.7;2623013.7;17984.7;17174.9;809.8;0;2605029;35663.2;35663.2;35652.5;10.7;0;2320.1;2320.1;2320.1;0;0;122247;248;131;117;0;30;104;58;45;0;11795.5735;5307.4235;6488.15;1696.65;4791.5;0.00E+00;7302789;45454993.41
D04;BANDEIRANTE;2016;2016D04;8.46;8.62;7.03;5.41;7.15;4.53;-1576043.977;-27855783.65;0.869040936;1804334;90;4356;1799888;14393956.48;4932275.654;4077411.377;5384269.446;0.070428478;0.279540973;0.650030548;1.003332738;379668101.1;373275144.8;378576899;162320523.2;159461721.6;16664471.21;16467714.21;166188344.4;163261422.3;1176179.239;1162292.12;8012337.673;7917736.2;25303010.41;25004258.39;1414.919675;1390;1820.054949;1788;11347.85938;11347.85938;11148;ND;ND;ND;ND;ND;ND;ND;ND;1341308.465;1317685.236;45398763.11;44862741.03;44409287;23966592;20442695;0;0.135756652;0.089233333;0.0845;28184.4;12536.6;12536.6;12457.9;9296.4;3161.5;78.7;0;14694.9;14584.2;14428.2;156;110.7;952.9;946.6;946.6;0;6.3;67107;128;0;128;0;0;53;0;53;0;7121.2525;3888.1275;3233.125;0;3233.125;0.00E+00;1526807;6840725.1
D05;BOA VISTA ENERGIA;2016;2016D05;37.85;15;19.75;56.65;22.77;10.38;-704918.9739;773690.7041;2.505628019;112500;1;503;111996;1018925.753;160742.886;251109.669;607073.198;0.013369853;0.261714999;0.724915148;0.944719157;58668384.6;57650433.94;61946961.31;49085561.75;48221063.02;1121444.963;1108204.09;6943508.512;6821218.9;231363.7865;228632.08;278564.7471;275275.74;1007940.843;996040.11;0;0;0;0;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;0;ND;1297018;290809;1006209;0;0.151700603;0.0417;0.0719;13194.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4601;7;6.666666667;0;0;0;3;3;0;0;177.3333333;0;177.3333333;177.3333333;0;0;597275;1911455.78
D06;CAIUÁ;2016;2016D06;8.52;7.78;5.96;7.46;8.52;4.37;-900725.615;753394.0045;0.985351268;243499;4;677;242818;1181985.986;2609.735847;400052.2206;779324.0296;0.001966271;0.18943441;0.808599319;1.003332738;67758687.74;66357040.16;67558750.63;33068465.45;32486061.06;4837172.01;4780059.64;26948639.29;26474017.76;267578.6141;264419.32;483603.5552;477893.66;1896986.391;1874588.72;174674.9488;171598.56;81567.48285;80130.91;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;132259.3279;129929.9663;-1527579.726;-1509543.63;2333955;338194;1995761;0;0.021088106;0.0024;0.0119;9620.1;2886.2;2886.2;2886.2;2246.4;639.8;0;0;6564.3;6564.3;6558.6;5.7;0;169.6;169.6;169.6;0;0;19;25;5;20;0;10;13;3;10;0;570.3016667;48.83333333;521.4683333;47.54166667;473.9266667;0;202562;601722.53
D06f;ESS (FUSÃO);2016;2016D06f;7.917479093;8.701075296;6.79597811;6.543726913;9.215599704;4.728707048;-1871038.634;217222.762;0.810006628;756331;41;2146;754144;4052332.253;311101.4046;1378919.563;2362311.286;0.007417629;0.225402605;0.767179766;1.003332738;206587434;202377191.5;205973517.6;106410244.2;104536138.7;14576386.86;14404283.82;77927442.94;76554978.75;874343.998;864020.64;2176956.542;2151253.27;3912713.633;3866516.32;484037.6996;475512.79;225308.1242;221339.98;365074.2155;365074.2155;358644.5;ND;ND;ND;ND;ND;ND;ND;ND;397797.1074;390791.0738;-1857815.937;-1835880.75;14084394;7268483;6815911;0;0.020501166;0.003153333;0.00642;30702;8586.6;8586.6;8586.6;5988.7;2597.9;0;0;22115.4;22115.4;22088.8;26.6;0;0;0;0;0;0;31956;77;24;59;0;49;40;10;30;0;3069.105167;1491.036833;1578.068333;197.5416667;1380.526667;0.00E+00;470561;1751970.83
D07;CEA;2016;2016D07;75.43;29.32;ND;38.26;29.09;ND;0;ND;1.943937629;200068;1;578;199489;1112437.958;4084.5;234249.113;874104.345;ND;ND;ND;0.944719157;0;0;0;0;ND;0;ND;0;ND;0;ND;0;ND;0;ND;0;ND;0;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;0;ND;1033162;28925;1004237;0;ND;ND;0.371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7296;3;3.333333333;0;0;3;2;2.333333333;0;0;44.36666667;17.5;26.86666667;26.86666667;0;0;335097;1948361.21
D08;CEAL;2016;2016D08;21.45;14.5;11.72;16.82;11.39;6.13;0;-71284626.31;1.478022161;1117131;38;2189;1114904;3502074.827;564584.622;913849.741;2023640.464;0.061832829;0.172110814;0.766056358;0.851006567;271575367.5;266834257;317858966;163099595.6;160227072.9;1728449.025;1708041.27;101258674.2;99475298.59;293166.5806;289705.17;2601799.088;2571079.71;2593682.951;2563059.4;0;0;0;0;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;541165.2756;531634.2307;0;0;7121130;3181362;3939768;0;0.466993479;0.181533333;0.1567;41927.7;17641.4;17641.4;17641.4;16785.8;855.6;0;0;22435.8;22435.8;22433.4;2.4;0;1850.5;1850.5;1850.5;0;0;14179;79;78.66666667;0;0;38;37;37.33333333;0;0;929.5833333;0;929.5833333;929.5833333;0;0.00E+00;2465955;5965382.85
D09;CEB;2016;2016D09;9.67;10.06;5.98;8.04;8.54;3.74;-344416.2505;-5117939.881;0.951342298;1036102;7;2226;1033869;6698798.978;751394.147;1935333.24;4012071.591;0.0106;0.244;0.7454;0.989749184;396355851.5;388730677.6;400338417.2;244433733.6;240128747.6;3337530.065;3298123.93;139673162.2;137213227.6;1655311.381;1635767.16;1623650.238;1604479.84;4908283.431;4850331.45;422609.135;415166.11;301571.5007;296260.2;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;810373.9347;796101.5659;-1233386.717;-1218824.15;14919505;5698170;9221335;0;0.084014759;0.065133333;0.0705;18121;7455.4;7455.4;6278.8;4498.4;1780.4;1176.6;0;9954;9108.2;9108.2;0;845.8;711.6;584.9;584.9;0;126.7;23579;58;11;47;0;13;25;5;20;0;4199.835;2967.335;1232.5;102.5;1130;0.00E+00;1382746;5657567.82
D10;CEEE;2016;2016D10;16.38;11.56;7.74;11.34;9.76;5.06;3890188.485;-145865719.3;1.289420132;1653945;46;5282;1648617;8137481.321;866795.964;2526526.737;4744158.62;0.009959052;0.241237081;0.748803867;1.065204672;600478343.3;586799693.8;566452852.9;399516335;392480022.2;33628425.49;33231375.5;152957832.2;150263926.9;197940.0128;195602.94;8431449.668;8331899.75;2324309.556;2296866.49;3377279.917;3317799;44771.51948;43983;9594987.669;9594987.669;9426000;ND;ND;ND;ND;ND;ND;ND;ND;1065267.7;1046506.122;19589101.1;19357813.07;20502501;8449021;12053480;0;0.291792035;0.106366667;0.075;57374.2;18476.4;18476.4;18389.8;16177.1;2212.7;86.6;0;37117.3;36888.1;36885.9;2.2;229.2;1780.5;1771.7;1771.7;0;8.8;58910;111;80;20;3;13;38;28;10;0;2909.212;2907.027;2.185;1.47;0.65;6.50E-02;4589045;20065576.57
D11;CELESC;2016;2016D11;12.84;12.4;8.79;8.69;10.25;6.37;281943.9767;-72472739.52;0.941644375;2831973;104;10740;2821129;22682104.54;4501115.907;8421755.686;9759232.95;0.037955081;0.369992849;0.59205207;1.065204672;823346747.4;805898398;777129306.6;563276141;553355677.8;19349400.58;19120942.69;188581152.2;185259846.3;1969705.808;1946449.54;6499083.144;6422348.63;40268583.3;39793133.13;3165808.73;3110052.26;236872.6088;232700.79;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;2047201.756;2011146.28;23951710.52;23668913.27;71421331.5;30493038;40928293.5;0;0.098300608;0.109;0.0373;133073.5;48749.6;48749.6;48179.2;42242.8;5936.4;570.4;0;79733.7;79631.2;79571.5;59.7;102.5;4590.2;4585.9;4585.9;0;4.3;170122;264;100;164;0;30;133;55;77;0;13601.507;6726.782;6874.725;1676.05;5198.675;0.00E+00;2546166;10973294.37
D12;CELG;2016;2016D12;29.55;14.94;10.33;18.9;12.84;5.83;-4509789.716;-40063686.2;1.724937132;2824560;72;8667;2815821;13022041.36;1761713;3698139.297;7562189.067;0.023508757;0.255725629;0.720765615;0.989749184;908336938.6;855113979.9;916870470.8;355897958.9;349629856.4;17397679.99;17192266.01;456747063.5;448702798.7;1772526.294;1751598.12;1839885.452;1818161.97;36449658.95;36019298.73;11294924.84;11095997.74;26937240.61;26462819.83;33376441.61;33376441.61;32788613.12;ND;ND;ND;ND;ND;ND;ND;ND;1553261.701;1525905.535;21798853.69;21541475.16;38334769.65;20580687.65;17754082;0;0.098823362;0.048733333;0.044;215074;31276.6;31276.6;31174.2;23732.8;7441.4;102.4;0;178050.7;178014.3;178014.3;0;36.4;5746.7;5746.7;5746.7;0;0;160694;193;113;79;0;218;135;87;48;0;9022.8475;6248.8475;2774;1191.5;1580;0.00E+00;10017967;65985004.26
